id,title,url,year,image,status_title,status_type,objects_count,news_count,resources
143,Красный Просвещенец,/krasnyj-prosveshhenec,2024,/public/uploads/city/2026/01/29/img_697b5962ba6ce_1769691490_3047-medium.jpeg,Сезон завершился,ended,4,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsf_kp"", ""type"": ""vk""}]"
142,Починки,/pochinki,2024,/public/uploads/city/2026/01/29/img_697b58d5afc70_1769691349_4430-medium.jpeg,Сезон планируется,planned,1,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsf_pochinki"", ""type"": ""vk""}]"
141,Ижевск,/izhevsk,2024,/public/uploads/city/2026/01/29/img_697b583d25ebb_1769691197_6143-medium.jpeg,Сезон планируется,planned,3,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsf_izhevsk"", ""type"": ""vk""}]"
140,Павловский Посад,/pavlovskij-posad,2024,/public/uploads/city/2026/01/30/img_697c98c662f1a_1769773254_1808-medium.jpeg,Сезон планируется,planned,3,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsf_pp"", ""type"": ""vk""}, {""title"": ""Канал телеграм"", ""url"": ""https://t.me/tsfpp"", ""type"": ""tg""}]"
139,Шуя,/shuya,2023,/public/uploads/city/2026/01/29/img_697b4aad5a2c3_1769687725_4821-medium.jpeg,Сезон планируется,planned,7,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsf_shuya"", ""type"": ""vk""}]"
138,Ляхово,/lyakhovo,2023,/public/uploads/city/2026/01/30/img_697c99ebc2dfe_1769773547_4515-medium.jpeg,Сезон завершился,ended,1,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/kalancha_lyahovo"", ""type"": ""vk""}]"
137,Петрозаводск,/petrozavodsk,2023,/public/uploads/city/2026/01/29/img_697b491a487f9_1769687322_5867-medium.jpeg,На паузе,pause,1,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsp_petrozavodsk"", ""type"": ""vk""}]"
154,«Том Сойер Фест - Наследие»,/tsfond,2022,/public/uploads/city/2026/03/10/img_69afd3750fffe_1773130613_1866-medium.jpeg,Друзья,friends,4,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsfond"", ""type"": ""vk""}, {""title"": ""Канал телеграм"", ""url"": ""https://t.me/tsfond"", ""type"": ""tg""}, {""title"": ""Ссылка на сайт"", ""url"": ""https://tsfond.ru"", ""type"": ""site""}]"
136,Измайлово,/izmajlovo,2022,/public/uploads/city/2026/01/30/img_697c9a22bbf18_1769773602_2955-medium.jpeg,Остановлен,stopped,1,0,[]
135,Верхотурье,/verkhoture,2022,/public/uploads/city/2026/01/29/img_697b466e580b0_1769686638_8871-medium.jpeg,Сезон планируется,planned,1,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/public214440545"", ""type"": ""vk""}]"
134,Боровичи,/borovichi,2022,/public/uploads/city/2026/01/29/img_697b46152bb05_1769686549_4878-medium.jpeg,Сезон завершился,ended,4,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/public212846953"", ""type"": ""vk""}]"
133,Калининград,/kaliningrad,2022,/public/uploads/city/2026/01/29/img_697b459ae1a3b_1769686426_7530-medium.jpeg,На паузе,pause,1,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsfkaliningrad"", ""type"": ""vk""}, {""title"": ""Канал телеграм"", ""url"": ""https://t.me/tsfkld"", ""type"": ""tg""}]"
132,Ипатово,/ipatovo,2022,/public/uploads/city/2026/01/30/img_697c9a6f77633_1769773679_9937-medium.jpeg,Сезон планируется,planned,5,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsf_ipatovo"", ""type"": ""vk""}]"
65,Арзамас,/arzamas,2022,/public/uploads/city/2026/01/29/img_697b0e38f01bb_1769672248_5698-medium.jpeg,Сезон завершился,ended,3,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.com/tsf_arzamas"", ""type"": ""vk""}]"
131,Миасс,/miass,2022,/public/uploads/city/2026/01/30/img_697c9a9d5dec6_1769773725_1890-medium.jpeg,Остановлен,stopped,1,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsfmiass"", ""type"": ""vk""}]"
130,Барнаул,/barnaul,2022,/public/uploads/city/2026/01/29/img_697b44593d93d_1769686105_1676-medium.jpeg,Сезон планируется,planned,3,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsf_barnaul"", ""type"": ""vk""}]"
129,Новотроицкое,/novotroickoe,2022,/public/uploads/city/2026/01/29/img_697b440265088_1769686018_3724-medium.jpeg,Сезон планируется,planned,4,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/club211146563"", ""type"": ""vk""}]"
128,Сызрань,/syzran,2022,/public/uploads/city/2026/01/29/img_697b438eb5e8d_1769685902_9511-medium.jpeg,На паузе,pause,1,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsfsyzran"", ""type"": ""vk""}]"
158,«ЦСИН»,/csin,2021,/public/uploads/city/2026/03/07/img_69abe182c33a1_1772872066_3575-medium.jpeg,Друзья,friends,18,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/in_tsk"", ""type"": ""vk""}]"
127,Краснодар,/krasnodar,2021,/public/uploads/city/2026/01/29/img_697b4256b170d_1769685590_6316-medium.jpeg,Сезон начался,started,16,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/club180680081"", ""type"": ""vk""}, {""title"": ""Канал телеграм"", ""url"": ""https://t.me/tsfkrasnodar"", ""type"": ""tg""}]"
126,Сарапул,/sarapul,2021,/public/uploads/city/2026/01/29/img_697b41e702b80_1769685479_2642-medium.jpeg,Сезон планируется,planned,10,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsfsarapul"", ""type"": ""vk""}]"
125,Московское,/moskovskoe,2021,/public/uploads/city/2026/01/29/img_697b41647aa30_1769685348_2852-medium.jpeg,Сезон планируется,planned,1,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsf_moskovskoe"", ""type"": ""vk""}]"
124,Красный Яр,/krasnyj-yar,2021,/public/uploads/city/2026/01/30/img_697c9b1eaf587_1769773854_4191-medium.jpeg,На паузе,pause,1,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/public206093479"", ""type"": ""vk""}]"
123,"Мурманск, Мурмаши",/murmansk-murmashi,2021,/public/uploads/city/2026/01/29/img_697b407781654_1769685111_2909-medium.jpeg,Остановлен,stopped,1,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsfmurmansk"", ""type"": ""vk""}]"
122,"Набережные Челны, Елабуга",/naberezhnye-chelny-elabuga,2021,/public/uploads/city/2026/01/29/img_697b3ff4b35d9_1769684980_9381-medium.jpeg,Сезон планируется,planned,3,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsf_elabuga"", ""type"": ""vk""}, {""title"": ""Канал телеграм"", ""url"": ""https://t.me/tsf_elabuga23"", ""type"": ""tg""}]"
121,"Кашин, Верхняя Троица, Уницы",/kashin-verkhnyaya-troica-unicy,2021,/public/uploads/city/2026/01/30/img_697c9443887ca_1769772099_4686-medium.jpeg,Сезон планируется,planned,5,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsf_kashin_unici"", ""type"": ""vk""}]"
120,Серпухов,/serpukhov,2021,/public/uploads/city/2026/01/29/img_697b3efee1f39_1769684734_3205-medium.jpeg,Сезон планируется,planned,5,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsf_serpukhoff"", ""type"": ""vk""}]"
119,Ростов Великий,/rostov-velikij,2021,/public/uploads/city/2026/01/29/img_697b3e510ffbd_1769684561_4756-medium.jpeg,Сезон планируется,planned,3,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsfrostovveliky"", ""type"": ""vk""}]"
118,Кунгур,/kungur,2021,/public/uploads/city/2026/01/29/img_697b3ddb8fb89_1769684443_9137-medium.jpeg,Сезон планируется,planned,6,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/club203867777"", ""type"": ""vk""}]"
55,Переславль-Залесский,/pereslavl-zalesskij,2021,/public/uploads/city/2026/01/08/img_695fb6e60a827_1767880422_6116-medium.jpeg,Сезон планируется,planned,13,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsfpereslavl"", ""type"": ""vk""}, {""title"": ""Канал телеграм"", ""url"": ""https://t.me/tsf_pereslavl"", ""type"": ""tg""}]"
117,Брянск,/bryansk,2021,/public/uploads/city/2026/01/29/img_697b3c2b55ec4_1769684011_1392-medium.jpeg,На паузе,pause,2,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsf_bryansk"", ""type"": ""vk""}]"
116,Тула,/tula,2021,/public/uploads/city/2026/01/29/img_697b3ba788fb1_1769683879_3804-medium.jpeg,Сезон планируется,planned,10,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsftula"", ""type"": ""vk""}, {""title"": ""Канал телеграм"", ""url"": ""https://t.me/tomsawyerfesttula"", ""type"": ""tg""}]"
115,Тобольск,/tobolsk,2021,/public/uploads/city/2026/01/29/img_697b3ae94f037_1769683689_5088-medium.jpeg,Сезон начался,started,11,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsf_tobolsk"", ""type"": ""vk""}]"
114,Загорянский,/zagoryanskij,2021,/public/uploads/city/2026/01/29/img_697b3a8852b2f_1769683592_6158-medium.jpeg,Сезон планируется,planned,4,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsf_zagoryansky"", ""type"": ""vk""}]"
156,«Тури»,/turi,2021,/public/uploads/city/2026/03/01/img_69a47d130a756_1772387603_2735-medium.jpeg,Друзья,friends,3,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.com/tury_centr"", ""type"": ""vk""}]"
155,«Культурный слой»,/kulturnyj-sloj,2020,/public/uploads/city/2026/03/01/img_69a41f44505c4_1772363588_8195-medium.jpeg,Друзья,friends,3,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.com/kultsloy"", ""type"": ""vk""}, {""title"": ""Канал телеграм"", ""url"": ""https://t.me/kultsloy"", ""type"": ""tg""}]"
110,Тверь,/tver,2020,/public/uploads/city/2026/01/29/img_697b316f7a701_1769681263_5025-medium.jpeg,Сезон планируется,planned,4,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsf_tver"", ""type"": ""vk""}, {""title"": ""Канал телеграм"", ""url"": ""https://t.me/tsf_tver"", ""type"": ""tg""}]"
113,Томск,/tomsk,2020,/public/uploads/city/2026/01/29/img_697b359f9a898_1769682335_5804-medium.jpeg,Сезон планируется,planned,7,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsf_tomsk"", ""type"": ""vk""}]"
112,Заозерье,/zaozere,2020,/public/uploads/city/2026/01/30/img_697ca0b6a3949_1769775286_2018-medium.jpeg,На паузе,pause,1,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/pikehouse"", ""type"": ""vk""}]"
111,Ембаево,/embaevo,2020,/public/uploads/city/2026/01/29/img_697b31db17d1a_1769681371_5299-medium.jpeg,Остановлен,stopped,1,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tomsawyerfest_embaevo"", ""type"": ""vk""}]"
109,Прибытково,/pribytkovo,2020,/public/uploads/city/2026/01/29/img_697b3109d09ec_1769681161_1060-medium.jpeg,На паузе,pause,1,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsf_pribytkovo"", ""type"": ""vk""}]"
108,Пятигорск,/pyatigorsk,2020,/public/uploads/city/2026/01/29/img_697b30a320d20_1769681059_1262-medium.jpeg,На паузе,pause,4,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsf_ptg"", ""type"": ""vk""}, {""title"": ""Канал телеграм"", ""url"": ""https://t.me/tsf_ptg"", ""type"": ""tg""}]"
107,Елатьма,/elatma,2020,/public/uploads/city/2026/01/29/img_697b3031ab3f8_1769680945_2382-medium.jpeg,На паузе,pause,2,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsf_elatma"", ""type"": ""vk""}]"
106,Ростов-на-Дону,/rostov-na-donu,2019,/public/uploads/city/2026/01/29/img_697b2d295a67b_1769680169_9534-medium.jpeg,Сезон начался,started,4,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsfrostov"", ""type"": ""vk""}, {""title"": ""Канал телеграм"", ""url"": ""https://t.me/tsfrostov"", ""type"": ""tg""}]"
105,Невьянск,/nevyansk,2019,/public/uploads/city/2026/01/30/img_697ca136aaa80_1769775414_9256-medium.jpeg,Сезон планируется,planned,3,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tomsawyerfestnevyansk"", ""type"": ""vk""}]"
104,Сысерть,/sysert,2019,/public/uploads/city/2026/01/29/img_697b2c5a9da59_1769679962_1021-medium.jpeg,Сезон планируется,planned,5,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsf_sysert"", ""type"": ""vk""}]"
103,Чита,/chita,2019,/public/uploads/city/2026/01/30/img_697ca10326c33_1769775363_7227-medium.jpeg,На паузе,pause,1,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tomsawyerchita"", ""type"": ""vk""}]"
102,Ставрополь,/stavropol,2019,/public/uploads/city/2026/01/29/img_697b2b82e747e_1769679746_4064-medium.jpeg,Сезон планируется,planned,5,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsf_stav"", ""type"": ""vk""}, {""title"": ""Канал телеграм"", ""url"": ""https://t.me/tsf_Stavropol"", ""type"": ""tg""}]"
101,Сортавала,/sortavala,2019,/public/uploads/city/2026/01/29/img_697b2af0e575d_1769679600_7167-medium.jpeg,Остановлен,stopped,1,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsf_sortavala"", ""type"": ""vk""}]"
100,Клинцы,/klincy,2019,/public/uploads/city/2026/01/29/img_697b2a8add426_1769679498_8157-medium.jpeg,На паузе,pause,4,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tomfest_klincy"", ""type"": ""vk""}]"
99,Каракол,/karakol,2019,/public/uploads/city/2026/01/30/img_697ca16527e6e_1769775461_8795-medium.jpeg,Остановлен,stopped,1,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/club181206130"", ""type"": ""vk""}]"
98,Лабытнанги,/labytnangi,2019,/public/uploads/city/2026/01/30/img_697ca19491990_1769775508_9321-medium.jpeg,Остановлен,stopped,1,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsf_lbt"", ""type"": ""vk""}]"
97,Тотьма,/totma,2019,/public/uploads/city/2026/01/30/img_697ca1c56eb33_1769775557_9839-medium.jpeg,Сезон планируется,planned,7,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsf_totma"", ""type"": ""vk""}]"
96,Холуй,/kholuj,2019,/public/uploads/city/2026/01/29/img_697b28a2cbe2e_1769679010_7442-medium.jpeg,На паузе,pause,6,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsf_kholui"", ""type"": ""vk""}]"
95,Ульяновск,/ulyanovsk,2019,/public/uploads/city/2026/01/29/img_697b2820e2213_1769678880_1154-medium.jpeg,Остановлен,stopped,1,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tomsawyerfest73"", ""type"": ""vk""}]"
94,Иваново,/ivanovo,2019,/public/uploads/city/2026/01/29/img_697b27862d2e7_1769678726_1145-medium.jpeg,Остановлен,stopped,1,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsf_ivanovo"", ""type"": ""vk""}]"
93,Пенза,/penza,2019,/public/uploads/city/2026/01/30/img_697ca207251e0_1769775623_6638-medium.jpeg,Сезон планируется,planned,5,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsfpenza"", ""type"": ""vk""}]"
66,Архангельск,/arkhangelsk,2019,/public/uploads/city/2026/01/30/img_697ca235c90e7_1769775669_3381-medium.jpeg,На паузе,pause,1,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.com/tsfarh"", ""type"": ""vk""}]"
54,Курган,/kurgan,2019,/public/uploads/city/2026/01/08/img_695fb5bd1f610_1767880125_1210-medium.jpeg,На паузе,pause,3,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.com/tsfkgn"", ""type"": ""vk""}, {""title"": ""Канал телеграм"", ""url"": ""https://t.me/tsfkgn"", ""type"": ""tg""}, {""title"": ""Ссылка на сайт"", ""url"": ""https://mykurgan.ru/tsfkgn/"", ""type"": ""site""}]"
92,Сергиев Посад,/sergiev-posad,2019,/public/uploads/city/2026/01/29/img_697b258f0b4dc_1769678223_5522-medium.jpeg,На паузе,pause,1,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsfestsp"", ""type"": ""vk""}]"
91,Санкт-Петербург,/sankt-peterburg,2019,/public/uploads/city/2026/01/29/img_697b2501f101a_1769678081_6593-medium.jpeg,На паузе,pause,1,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsf812"", ""type"": ""vk""}]"
90,Астрахань,/astrakhan,2019,/public/uploads/city/2026/01/29/img_697b24762d3ff_1769677942_8075-medium.jpeg,Остановлен,stopped,3,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tomsawyerfest30"", ""type"": ""vk""}]"
81,Нижний Новгород,/nizhnij-novgorod,2018,/public/uploads/city/2026/01/30/img_697ca34bf2956_1769775947_9641-medium.jpeg,Сезон планируется,planned,38,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsfnn"", ""type"": ""vk""}, {""title"": ""Канал телеграм"", ""url"": ""https://t.me/tsfnnov"", ""type"": ""tg""}]"
89,Урюпинск,/urjupinsk,2018,/public/uploads/city/2026/01/30/img_697ca267e3896_1769775719_6366-medium.jpeg,Остановлен,stopped,1,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsfurup"", ""type"": ""vk""}]"
88,Омск,/omsk,2018,/public/uploads/city/2026/01/29/img_697b218e8aa1c_1769677198_1229-medium.jpeg,Сезон завершился,ended,7,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsfomsk"", ""type"": ""vk""}]"
87,Пермь,/perm,2018,/public/uploads/city/2026/01/30/img_697ca28cbd451_1769775756_3040-medium.jpeg,Остановлен,stopped,1,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsf_perm"", ""type"": ""vk""}]"
86,Уфа,/ufa,2018,/public/uploads/city/2026/01/30/img_697ca2b07d3ad_1769775792_8899-medium.jpeg,Сезон завершился,ended,5,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsf02"", ""type"": ""vk""}]"
85,Челябинск,/chelyabinsk,2018,/public/uploads/city/2026/01/29/img_697b202622fa4_1769676838_3443-medium.jpeg,Сезон планируется,planned,3,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsfchel"", ""type"": ""vk""}, {""title"": ""Канал телеграм"", ""url"": ""https://t.me/tsfchel"", ""type"": ""tg""}]"
84,Елец,/elec,2018,/public/uploads/city/2026/01/29/img_697b1e9cf1983_1769676444_6546-medium.jpeg,Сезон завершился,ended,5,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsfelets"", ""type"": ""vk""}]"
83,Киров,/kirov,2018,/public/uploads/city/2026/01/29/img_697b1e3a94ede_1769676346_9531-medium.jpeg,Сезон планируется,planned,6,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tomsawyerfestvyatka"", ""type"": ""vk""}]"
82,Екатеринбург,/ekaterinburg,2018,/public/uploads/city/2026/02/26/img_699fe7f05557d_1772087280_1139-medium.jpeg,Сезон планируется,planned,7,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tomsawyerfestekat"", ""type"": ""vk""}, {""title"": ""Канал телеграм"", ""url"": ""https://t.me/tomsawyerfestekat"", ""type"": ""tg""}, {""title"": ""Ссылка на сайт"", ""url"": ""https://taplink.cc/tomsawyerfestekat"", ""type"": ""site""}]"
80,Курск,/kursk,2018,/public/uploads/city/2026/01/30/img_697ca373582d3_1769775987_1462-medium.jpeg,Сезон завершился,ended,2,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/club231710618"", ""type"": ""vk""}]"
79,Богатое,/bogatoe,2018,/public/uploads/city/2026/01/29/img_697b1bba97714_1769675706_4083-medium.jpeg,На паузе,pause,2,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsf_bogatoe"", ""type"": ""vk""}]"
78,Вологда,/vologda,2018,/public/uploads/city/2026/01/29/img_697b1ac921620_1769675465_2865-medium.jpeg,Сезон планируется,planned,5,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsf_vologda"", ""type"": ""vk""}]"
77,Тюмень,/tjumen,2018,/public/uploads/city/2026/01/29/img_697b19db2bf5b_1769675227_9230-medium.jpeg,На паузе,pause,4,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tomsawyerfesttmn"", ""type"": ""vk""}]"
76,Кимры,/kimry,2018,/public/uploads/city/2026/01/29/img_697b195130488_1769675089_4741-medium.jpeg,Сезон планируется,planned,4,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsfkimry"", ""type"": ""vk""}, {""title"": ""Канал телеграм"", ""url"": ""https://t.me/tsfkimry"", ""type"": ""tg""}]"
75,Воронеж,/voronezh,2018,/public/uploads/city/2026/01/29/img_697b18d2a4922_1769674962_2727-medium.jpeg,На паузе,pause,1,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsf_vrn"", ""type"": ""vk""}]"
74,Рязань,/ryazan,2018,/public/uploads/city/2026/01/30/img_697ca3e53eaff_1769776101_5022-medium.jpeg,На паузе,pause,2,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tomsawyerfest_62"", ""type"": ""vk""}]"
73,Кострома,/kostroma,2017,/public/uploads/city/2026/01/29/img_697b14554fbde_1769673813_4639-medium.jpeg,Сезон планируется,planned,7,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsf_kostroma2"", ""type"": ""vk""}]"
72,Димитровград,/dimitrovgrad,2017,/public/uploads/city/2026/01/30/img_697ca46bd8266_1769776235_4659-medium.jpeg,Остановлен,stopped,3,0,[]
71,Оренбург,/orenburg,2017,/public/uploads/city/2026/01/30/img_697ca43ae5760_1769776186_6697-medium.jpeg,Остановлен,stopped,4,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsforen"", ""type"": ""vk""}]"
70,Боровск,/borovsk,2017,/public/uploads/city/2026/01/30/img_697ca4118ddcb_1769776145_1316-medium.jpeg,Сезон завершился,ended,6,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/ticborovsk"", ""type"": ""vk""}]"
69,"Калуга, Клюксы",/kaluga-kljuksy,2017,/public/uploads/city/2026/01/29/img_697b118ab6422_1769673098_2647-medium.jpeg,Сезон планируется,planned,9,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsf_kaluga"", ""type"": ""vk""}, {""title"": ""Канал телеграм"", ""url"": ""https://t.me/tsf_kaluga"", ""type"": ""tg""}]"
68,Хвалынск,/khvalynsk,2017,/public/uploads/city/2026/01/30/img_697ca495d0ecc_1769776277_9700-medium.jpeg,Остановлен,stopped,5,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/club143866044"", ""type"": ""vk""}]"
67,Саратов,/saratov,2017,/public/uploads/city/2026/01/30/img_697ca500ec0f3_1769776384_2071-medium.jpeg,На паузе,pause,3,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tsf64"", ""type"": ""vk""}]"
64,Бузулук,/buzuluk,2016,/public/uploads/city/2026/01/30/img_697ca5234981c_1769776419_2398-medium.jpeg,Сезон планируется,planned,9,0,"[{""title"": ""Группа ВКонтакте"", ""url"": ""https://vk.ru/tomsawyerfestbuz"", ""type"": ""vk""}]"
